4510,9,アンドアジェネシス,ANDOR GENESIS,ナムコ『ゼビウス』のキャラクター。,名詞
4511,9,アンファンテリブル,enfants terribles,非凡で早熟な子供たち。,名詞
4512,9,アンブレラスカート,umbralla skirt,落下傘のように広がったスカート。,名詞
4513,9,アンブレラプリーツ,umbralla pleats,洋傘のようにひらがったプリーツ。,名詞
4514,9,アンプリファイアー,amplifier,増幅器。電流などを強める装置。,名詞
4515,9,アンプリファイヤー,amplifier,増幅器。電流などを強める装置。,名詞
4516,9,アンペアーメーター,amperemeter,電流を測定する計器。,名詞
4517,9,アーカンソーしゅう,―州,アメリカ南部の州。,特殊
4518,9,アーガイルチェック,argyle check,ひし形の格子模様。,名詞
4519,9,アーティスティック,artistic,芸術的であるさま。,名詞
4520,9,アートディレクター,art director,美術監督。,名詞
4521,9,アーリーアメリカン,Early American,開拓時代のアメリカの、建築などの様式。,名詞
4522,9,アールエイチいんし,Ｒｈ因子,赤血球に含まれる抗原。,名詞
4523,9,アールエッチいんし,Ｒｈ因子,赤血球に含まれる抗原。 ,名詞
4524,2,イア,ear,耳。,名詞
4525,2,いい,易易,かんたんであるさま。,形容動詞
4526,2,いい,謂,いわれ。わけ。,名詞
4527,2,いい,好い・良い・善い,好ましい。すぐれている。よい。,形容詞
4528,2,いい,飯,ごはん。めし。,名詞
4529,2,いい,唯唯,他人の言うとおりになるさま。,形容動詞
4530,2,いう,言う・云う,ことばに出す。,動詞
4531,2,いえ,いえ,否定する時のことば。いいえ。,動詞
4532,2,いえ,家,人が住む、たてもの。,名詞
4533,2,いお,庵・廬,僧などが住む、簡素な住宅。いおり。,名詞
4534,2,いお,魚,さかな。うお。,名詞
4535,2,いお,五百,５００。数が多いこと。,名詞
4536,2,イオ,Io,木星の第１衛星。,名詞
4537,2,いか,以下,それより下。,名詞
4538,2,いか,易化,かんたんにすること。,名詞
4539,2,いか,医家,医者。医師。,名詞
4540,2,いか,医科,医学の学科。,名詞
4541,2,いか,烏賊,海にすむ軟体動物。足の数は１０本。,名詞
4542,2,いか,凧・紙鳶,関西で、空にあげるたこ。,名詞
4543,2,いき,委棄,所有権を放棄し、人の自由に任せること。,名詞
4544,2,いき,意気,なにかをしようとする気持ち。,名詞
4545,2,いき,遺棄,捨てておくこと。,名詞
4546,2,いき,域,範囲。程度。,名詞
4547,2,いき,壱岐,長崎県の市。,名詞
4548,2,いき,壱岐,長崎県壱岐島の旧国名。,名詞
4549,2,いき,行き,行くこと。,名詞
4550,2,いき,粋,あか抜けているさま。,名詞
4551,2,いき,生き・活き,生きていること。,名詞
4552,2,いき,生き・活き,囲碁で、相手に取られないような状態。,名詞
4553,2,いき,息,吸ったり、はいたりする空気。,名詞
4554,3,いく…,幾,数が分からないことをあらわすことば。,名詞
4555,2,いく,行く・往く,別のところへ向かう。,動詞
4556,2,いく,逝く,あの世へ行く。,動詞
4557,3,いけ…,いけ…,憎らしいという気持ちを強めることば。,名詞
4558,2,いけ,池,地面で、水のたまったところ。,名詞
4559,2,いが,伊賀,三重県西北部の旧国名。,名詞
4560,2,いが,伊賀,三重県の市。,名詞
4561,2,いが,毬,クリなどの、とげがある皮。,名詞
4562,2,いぎ,威儀,礼儀正しく、重々しい動作。,名詞
4563,2,いぎ,意義,意味。価値。重要さ。,名詞
4564,2,いぎ,異義,ちがった意味。,名詞
4565,2,いぎ,異議,反対の意見。,名詞
4566,2,いご,以後,それから後。,名詞
4567,2,いご,囲碁,碁を打つこと。,名詞
4568,2,いし,意志,なにかをしようとする気持ち。,名詞
4569,2,いし,意思,気持ち。考え。,名詞
4570,2,いし,遺志,故人の、生前のこころざし。,名詞
4571,2,いし,医師,病気の診察や治療をする職業。,名詞
4572,2,いし,石,岩より小さい岩石。,名詞
4573,2,いす,椅子,腰をかける道具。,名詞
4574,2,いせ,伊勢,三重県の市。,名詞
4575,2,いせ,伊勢,三重県の旧国名。,名詞
4576,2,いそ,磯,岩石の多い、波打ちぎわ。,名詞
4577,2,いそ,五十,５０。数が多いこと。,名詞
4578,3,イソ…,iso-,有機化合物の異性体を表す接頭語。,名詞
4579,2,イソ,ISO,国際標準化機構。,名詞
4580,2,いざ,いざ,何かを始める時に発することば。,感動詞
4581,2,いじ,意字,表意文字。意味を表す文字。,名詞
4582,2,いじ,意地,根性。気だて。,名詞
4583,2,いじ,異字,ほかの文字。,名詞
4584,2,いじ,維持,保ち続けること。,名詞
4585,2,いじ,医事,医療に関すること。,名詞
4586,2,いず,伊豆,静岡県の市。,名詞
4587,2,いず,伊豆,静岡県伊豆半島などの旧国名。,名詞
4588,2,いた,板,うすく平たい木材。,名詞
4589,2,いち,位地,地位。くらい。,名詞
4590,2,いち,位置,場所。ところ。,名詞
4591,2,いち,一・壱,数字の１。,名詞
4592,2,いち,市,売買をするところ。人が集まるところ。,名詞
4593,3,いつ…,五,５つの。,名詞
4594,2,いつ,一,ひとつ。おなじ。,名詞
4595,2,いつ,何時,はっきりしない時をあらわすことば。,名詞
4596,2,いて,射手,弓を射る人。,名詞
4597,2,いと,いと,ひじょうに。ほんとうに。,名詞
4598,2,いと,意図,目的のある考え。,名詞
4599,2,いと,異図,反逆しようとする気持ち。,名詞
4600,2,いと,糸,繊維を原料とした、細くて長いもの。,名詞
4601,2,いど,緯度,地球上の、南北の位置をあらわす座標。,名詞
4602,2,いど,井戸,地下水をくみ上げる、深い穴。,名詞
4603,2,いな,伊那,長野県の市。,名詞
4604,2,いな,異な,変わった。おかしな。,連体詞
4605,2,いな,否,いや。そうではない。,名詞
4606,2,いな,鯔,魚のボラの幼魚。,名詞
4607,2,いぬ,犬・狗,イヌ科のほ乳類。ワンワンと鳴く。,名詞
4608,2,いぬ,戌,十二支の１１番目。方角の西北西。,名詞
4609,2,いね,稲,イネ科の一年草。実から米を作る。,名詞
4610,2,いふ,委付,まかせて、わたすこと。,名詞
4611,2,いふ,畏怖,おそれて、かしこまること。,名詞
4612,2,いふ,移付,他の官公庁の管轄に移すこと。,名詞
4613,2,イフ,if,もし。もしも。,名詞
4614,2,いび,萎靡,しおれること。気力をなくすこと。,名詞
4615,2,いぶ,威武,権威と武力。,名詞
4616,2,いぶ,慰撫,なだめて、いたわること。,名詞
4617,2,イブ,eve,１２月２４日の晩。クリスマスイブ。,名詞
4618,2,イブ,Eve,旧約聖書で、人類最初の女性。,名詞
4619,2,いぼ,疣,皮ふの一部がふくらんだ突起。,名詞
4620,2,いま,居間,家の中で、家族が団らんする部屋。,名詞
4621,2,いま,今,現在。このとき。,名詞
4622,2,いみ,意味,ことばや文章が持っている内容。,名詞
4623,2,いみ,忌み・斎,避けるべきこと。喪中。,名詞
4624,2,いむ,医務,医者の仕事。,名詞
4625,2,いむ,忌む,きらう。避ける。,動詞
4626,2,いも,芋・藷・薯,植物の根などが、大きくなったもの。,名詞
4627,2,いも,妹,男性が、妻などの親しい女性を呼ぶ語。,名詞
4628,2,いや,いや,驚いた時や、感動した時のことば。,感動詞
4629,2,いや,嫌・厭,きらいであるさま。,形容動詞
4630,2,いや,否,否定をあらわすこと。,名詞
4631,2,いや,弥,いよいよ。ますます。,名詞
4632,2,イヤ,ear,耳。,名詞
4633,2,いよ,伊予,愛媛県の市。,名詞
4634,2,いよ,伊予,愛媛県の旧国名。,名詞
4635,2,いら,伊良,ベラ科の海水魚。食用。観賞用。,名詞
4636,2,いら,刺・苛,植物のとげ。,名詞
4637,2,いり,入り,はいること。,動詞
4638,2,いり,要り,費用。,動詞
4639,2,いり,圦・杁,水の出入りを調節する、水門。,特殊
4640,2,いる,居る,存在する。,動詞
4641,2,いる,射る,矢をはなつ。,動詞
4642,2,いる,煎る・炒る・熬る,火であぶる。,動詞
4643,2,いる,鋳る,溶かした金属を型に入れ、物をつくる。,動詞
4644,2,いる,入る,はいる。,動詞
4645,2,いる,要る,必要である。,動詞
4646,3,…いれ,入れ,いれるもの。,名詞
4647,2,いろ,色,光によって感じる、赤や青など。,名詞
4648,2,いわ,違和,ちぐはぐになること。,名詞
4649,2,いわ,岩,大きい石。,名詞
4650,3,…いん,員,ある役割を受け持つ人。,接尾辞
4651,3,…いん,院,病院や寺院などを数えることば。,名詞
4652,2,いん,印,はんこ。印かん。,名詞
4653,2,いん,因,原因。,名詞
4654,2,いん,陰,かげ。,名詞
4655,2,いん,韻,ことばのひびき。,名詞
4656,2,いん,殷,中国の王朝。〜紀元前１１世紀ごろ。,特殊
4657,2,イン,in,ゴルフで、１０〜１８番のコース。,名詞
4658,2,イン,in,内側。,名詞
4659,2,イン,inn,小さいホテル。,名詞
4660,2,イー,一,中国語で、数字の１。,名詞
4661,2,イー,E,英語のあるアルファベットの５番目。,特殊
4662,3,いあい,遺愛,亡くなった人が、大切にしていた物。,名詞
4663,3,いあい,居合,刀をすばやく抜く武術。,名詞
4664,3,いあき,居空き,人がいる家にしのびこむ、どろぼう。,名詞
4665,3,いあく,帷幄,作戦をたてる場所。本営。,名詞
4666,3,いあつ,威圧,おどして、恐れさせること。,名詞
4667,3,いあん,慰安,なぐさめて、心をなごませること。,名詞
4668,3,イアー,ear,耳。,名詞
4669,3,イアー,year,年。イヤー。,名詞
4670,3,いいえ,いいえ,否定をあらわすことば。,感動詞
4671,3,いいき,異域,異国。外国。,名詞
4672,3,いいき,好い気,自分だけが得意になっているさま。,名詞
4673,3,いいこ,好い子,行いがしっかりしている子ども。,名詞
4674,3,いいだ,飯田,長野県の市。,名詞
4675,3,いいだ,飯田,日本で１２３番目に多い苗字。,名詞
4676,3,いいね,言い値,売り手が言うとおりの値段。,名詞
4677,3,いいめ,好い目,運がいいこと。望みどおりの、さいの目。,名詞
4678,3,いいや,いいや,否定をあらわすことば。,形容詞
4679,3,いいん,委員,選ばれて、審議や調査などをおこなう人。,名詞
4680,3,いいん,医員,医療にかかわる職員。医師。,名詞
4681,3,いいん,医院,個人経営の小規模な診療所。,名詞
